location,Longitude float,Latitude float,geometry
94 SCOLLARD ST,-79.391975,43.671978,POINT (-79.39197540283203 43.67197799682617)
5 ALBERT AVE,-79.48857,43.616184,POINT (-79.48857116699219 43.61618423461914)
71 AUGUSTA SQ,-79.400116,43.650085,POINT (-79.40011596679688 43.65008544921875)
17 ALBERT AVE,-79.48889,43.61647,POINT (-79.4888916015625 43.61647033691406)
2026 EGLINTON AVE W,-79.45601,43.69466,POINT (-79.45600891113281 43.69466018676758)
164 BASTEDO AVE,-79.31925,43.683758,POINT (-79.31925201416016 43.68375778198242)
260 SPADINA AVE,-79.39826,43.651924,POINT (-79.39826202392578 43.65192413330078)
2041 EGLINTON AVE W,-79.45624,43.694157,POINT (-79.45623779296875 43.69415664672852)
131 D'ARCY ST,-79.39748,43.653957,POINT (-79.39747619628906 43.65395736694336)
82 HURON ST,-79.396645,43.65401,POINT (-79.39664459228516 43.65401077270508)
4 BOSWELL AVE,-79.396,43.6727,POINT (-79.39600372314453 43.67269897460938)
286 LAIRD DR,-79.3655,43.7146,POINT (-79.36550140380859 43.714599609375)
97 BINSWOOD AVE,-79.32488,43.69774,POINT (-79.32488250732422 43.69773864746094)
58 CECIL ST,-79.3986,43.656467,POINT (-79.39859771728516 43.65646743774414)
906 DUNDAS ST W,-79.412415,43.651253,POINT (-79.41241455078125 43.65125274658203)
63 CECIL ST,-79.39809,43.65621,POINT (-79.39808654785156 43.65621185302734)
897 DUNDAS ST W,-79.41206,43.65088,POINT (-79.41206359863281 43.65087890625)
49 HOMEWOOD AVE,-79.374756,43.664696,POINT (-79.374755859375 43.66469573974609)
15 FENWICK AVE,-79.34773,43.677006,POINT (-79.34773254394531 43.67700576782227)
35 FENWICK AVE,-79.34794,43.677532,POINT (-79.34793853759766 43.67753219604492)
889 DUNDAS ST W,-79.411804,43.650936,POINT (-79.41180419921875 43.65093612670898)
41 FENWICK AVE,-79.34801,43.677692,POINT (-79.34800720214844 43.67769241333008)
1866 SHEPPARD AVE WEST,-79.502975,43.74149,POINT (-79.50297546386719 43.74148941040039)
56 SEASONS DR,-79.229935,43.829964,POINT (-79.22993469238281 43.82996368408203)
1287 DUFFERIN ST,-79.438156,43.66741,POINT (-79.43815612792969 43.66741180419922)
902 WINDERMERE AVE,-79.485916,43.664948,POINT (-79.48591613769531 43.66494750976563)
904 WINDERMERE AVE,-79.48594,43.665,POINT (-79.48593902587891 43.66500091552734)
182 CHAMBERS AVE,-79.46528,43.68126,POINT (-79.46527862548828 43.68125915527344)
529 DUNDAS ST W,-79.39924,43.652496,POINT (-79.39923858642578 43.65249633789063)
201 ERSKINE AVE,-79.39073,43.712585,POINT (-79.39073181152344 43.71258544921875)
80 MCGILL ST,-79.37958,43.660698,POINT (-79.37957763671875 43.66069793701172)
80 CURZON ST,-79.332664,43.66529,POINT (-79.33266448974609 43.66529083251953)
3345 DUNDAS ST W,-79.481636,43.665417,POINT (-79.48163604736328 43.6654167175293)
65 CHIEFSWOOD SQ,-79.330795,43.81191,POINT (-79.33079528808594 43.81190872192383)
10 THE ESPLANADE,-79.37606,43.64597,POINT (-79.37606048583984 43.64596939086914)
450 WINONA DR,-79.43582,43.68884,POINT (-79.43582153320313 43.68883895874023)
54 MCGILL ST,-79.38048,43.66051,POINT (-79.38047790527344 43.6605110168457)
290 OAKWOOD AVE,-79.43792,43.68447,POINT (-79.43791961669922 43.68447113037109)
222 BREMNER BLVD,-79.3849,43.642693,POINT (-79.38490295410156 43.64269256591797)
96 ALBERTUS AVE,-79.40292,43.71421,POINT (-79.40292358398438 43.71421051025391)
977 COLLEGE ST,-79.42753,43.653164,POINT (-79.42752838134766 43.65316390991211)
1300 WESTON RD,-79.49634,43.689087,POINT (-79.496337890625 43.6890869140625)
1 LUMBERVALE AVE,-79.440575,43.6512,POINT (-79.44057464599609 43.65119934082031)
1502 DUNDAS ST W,-79.43227,43.64987,POINT (-79.43226623535156 43.64987182617188)
6 RAMSDEN RD,-79.45176,43.69679,POINT (-79.45175933837891 43.6967887878418)
285 HAYDEN ST,-79.3863,43.66941,POINT (-79.38629913330078 43.66941070556641)
260 YONGE ST,-79.38053,43.6546,POINT (-79.38053131103516 43.65459823608398)
844 KING ST W,-79.40836,43.64306,POINT (-79.40836334228516 43.64305877685547)
57 PARKWOODS VILLAGE DRIVE,-79.32051,43.76015,POINT (-79.32051086425781 43.76015090942383)
586 WARDEN AVE,-79.27557,43.698166,POINT (-79.27557373046875 43.69816589355469)
28 MCGILL ST,-79.38138,43.660282,POINT (-79.38137817382813 43.66028213500977)
51 PARKWOODS VILLAGE DR,-79.32005,43.759506,POINT (-79.32005310058594 43.75950622558594)
35 RACINE RD,-79.56988,43.71558,POINT (-79.56987762451172 43.71557998657227)
20 WILLCOCKS ST,-79.39984,43.66177,POINT (-79.39984130859375 43.66176986694336)
213 PARLIAMENT ST,-79.36468,43.656685,POINT (-79.36467742919922 43.65668487548828)
36 ROSELAWN AVE,-79.3993,43.710922,POINT (-79.39929962158203 43.71092224121094)
305 PAPE AVE,-79.33982,43.667095,POINT (-79.33982086181641 43.66709518432617)
1232 ST CLAIR AVE W,-79.445465,43.677658,POINT (-79.44546508789063 43.67765808105469)
50 JAMESTOWN CRES,-79.58465,43.734966,POINT (-79.58464813232422 43.73496627807617)
125 KING ST W,-79.51441,43.70612,POINT (-79.51441192626953 43.70611953735352)
1620 GERRARD ST E,-79.319664,43.672962,POINT (-79.31966400146484 43.6729621887207)
12 CAWTHRA SQ,-79.37997,43.667034,POINT (-79.37996673583984 43.66703414916992)
155 CONSUMERS RD,-79.33272,43.77322,POINT (-79.33271789550781 43.77322006225586)
3066 DUNDAS ST W,-79.471825,43.665684,POINT (-79.47182464599609 43.66568374633789)
3351 DUNDAS ST W,-79.48186,43.665394,POINT (-79.48185729980469 43.6653938293457)
3347 DUNDAS ST W,-79.481705,43.665417,POINT (-79.48170471191406 43.6654167175293)
461 ADELAIDE ST W,-79.39962,43.645725,POINT (-79.39962005615234 43.64572525024414)
340 YONGE ST,-79.38168,43.657673,POINT (-79.38168334960938 43.65767288208008)
81 MARJORY AVE,-79.337425,43.669197,POINT (-79.33742523193359 43.66919708251953)
49 BISHOP TUTU BLVD,-79.40077,43.63571,POINT (-79.40077209472656 43.63571166992188)
19 SINGER CRT,-79.36998,43.769123,POINT (-79.36997985839844 43.76912307739258)
2763 DUNDAS ST W,-79.46152,43.66518,POINT (-79.46151733398438 43.66518020629883)
46 SPADINA AVE,-79.39507,43.64466,POINT (-79.39507293701172 43.64466094970703)
305 MUTUAL ST,-79.37852,43.663937,POINT (-79.37851715087891 43.66393661499023)
2066 DUFFERIN ST,-79.4471,43.68704,POINT (-79.44709777832031 43.68703842163086)
664 PAPE AVE,-79.34474,43.67795,POINT (-79.34474182128906 43.67795181274414)
150 ROCKCLIFFE CRT,-79.48468,43.674023,POINT (-79.48468017578125 43.67402267456055)
50 DIXINGTON CRES,-79.54083,43.697742,POINT (-79.54083251953125 43.6977424621582)
5 EVERSFIELD RD,-79.447556,43.686916,POINT (-79.44755554199219 43.68691635131836)
1850 QUEEN ST E,-79.30759,43.66844,POINT (-79.30758666992188 43.66844177246094)
3 HATHERLEY RD,-79.4483,43.687176,POINT (-79.44830322265625 43.68717575073242)
7 SUNNYSIDE AVE,-79.448425,43.638897,POINT (-79.44842529296875 43.63889694213867)
3 EVERSFIELD RD,-79.44747,43.686935,POINT (-79.44747161865234 43.68693542480469)
134 D'ARCY ST,-79.39747,43.654354,POINT (-79.39746856689453 43.65435409545898)
236 CARLTON ST,-79.36883,43.66431,POINT (-79.36882781982422 43.66431045532227)
76 EAST DR,-79.501274,43.678127,POINT (-79.50127410888672 43.67812728881836)
18 ST PATRICK ST,-79.3888,43.650894,POINT (-79.38880157470703 43.65089416503906)
438 PARLIAMENT ST,-79.367836,43.663208,POINT (-79.36783599853516 43.6632080078125)
210 PLACER CRT,-79.34186,43.801933,POINT (-79.34185791015625 43.80193328857422)
425 PARLIAMENT ST,-79.36701,43.662754,POINT (-79.36701202392578 43.66275405883789)
168 CROCUS DR,-79.30756,43.768814,POINT (-79.30756378173828 43.76881408691406)
61 CECIL ST,-79.398,43.656178,POINT (-79.39800262451172 43.65617752075195)
178 CROCUS DR,-79.30636,43.769215,POINT (-79.30635833740234 43.76921463012695)
192 CROCUS DR,-79.305336,43.76946,POINT (-79.30533599853516 43.76945877075195)
385 SPADINA AVE,-79.399,43.65639,POINT (-79.39900207519531 43.65639114379883)
10 TELEGRAM MEWS,-79.394554,43.64051,POINT (-79.39455413818359 43.64051055908203)
114 CROCUS DR,-79.30761,43.766514,POINT (-79.30760955810547 43.76651382446289)
52 WELLINGTON ST E,-79.37449,43.64872,POINT (-79.37448883056641 43.64871978759766)
89 CROCUS DR,-79.30644,43.76527,POINT (-79.30644226074219 43.7652702331543)
442 SPADINA AVE,-79.40014,43.65703,POINT (-79.40013885498047 43.65702819824219)
989 DUNDAS ST W,-79.41559,43.650173,POINT (-79.41558837890625 43.65017318725586)
56 WELLESLEY ST W,-79.38696,43.66411,POINT (-79.386962890625 43.66410827636719)
384 SPADINA AVE,-79.39937,43.65533,POINT (-79.39936828613281 43.65533065795898)
110 GRACE ST,-79.41528,43.65358,POINT (-79.415283203125 43.65357971191406)
369 SPADINA AVE,-79.39882,43.65581,POINT (-79.39881896972656 43.65581130981445)
395 DUNDAS ST W,-79.39363,43.65386,POINT (-79.39363098144531 43.65385818481445)
2727 YONGE ST,-79.40027,43.717648,POINT (-79.4002685546875 43.71764755249023)
1320 QUEEN ST E,-79.32749,43.66414,POINT (-79.32749176025391 43.66413879394531)
136 BALDWIN ST,-79.40003,43.65491,POINT (-79.40003204345703 43.65491104125977)
331 SPADINA AVE,-79.39826,43.6547,POINT (-79.39826202392578 43.65470123291016)
407 GERRARD ST,-79.36273,43.662697,POINT (-79.36273193359375 43.66269683837891)
271 WELLESLEY ST EAST,-79.37044,43.667774,POINT (-79.37043762207031 43.66777420043945)
35 VALLEY WOODS RD,-79.33246,43.754635,POINT (-79.33245849609375 43.75463485717773)
126 ROBINSON AVE,-79.28105,43.69758,POINT (-79.28105163574219 43.69757843017578)
77 CASTLEBURY CRES,-79.36992,43.79646,POINT (-79.36991882324219 43.79645919799805)
35 BULWER ST,-79.395325,43.64959,POINT (-79.39532470703125 43.64958953857422)
20 GREENCREST CIRCUIT,-79.223434,43.75837,POINT (-79.22343444824219 43.75836944580078)
447 CHURCH ST,-79.42734,43.863987,POINT (-79.42733764648438 43.86398696899414)
71 ELM ST,-79.38502,43.656963,POINT (-79.38501739501953 43.65696334838867)
540 DANFORTH AVE,-79.347694,43.678577,POINT (-79.34769439697266 43.6785774230957)
16 EMMETT AVE,-79.50171,43.69013,POINT (-79.501708984375 43.69012832641602)
275 RUSHTON RD,-79.42602,43.67814,POINT (-79.42601776123047 43.67813873291016)
285 RUSHTON RD,-79.427666,43.681602,POINT (-79.42766571044922 43.68160247802734)
398 JARVIS ST,-79.371956,43.65062,POINT (-79.37195587158203 43.65061950683594)
678 DANFORTH AVE,-79.3443,43.67932,POINT (-79.34429931640625 43.6793212890625)
2 LOLA RD,-79.39769,43.701885,POINT (-79.39768981933594 43.70188522338867)
150 EAST LIBERTY ST,-79.41631,43.638775,POINT (-79.41631317138672 43.63877487182617)
3600 LAKE SHORE BLVD W,-79.535126,43.59461,POINT (-79.53512573242188 43.59460830688477)
85 NORTH BONNINGTON AVE,-79.263084,43.71063,POINT (-79.26308441162109 43.71062850952148)
20 CHANNING PL,-79.59977,43.733494,POINT (-79.59976959228516 43.73349380493164)
67 RICHMOND ST E,-79.37493,43.65239,POINT (-79.37493133544922 43.65238952636719)
2005 YONGE ST,-79.39687,43.700874,POINT (-79.39687347412109 43.70087432861328)
30 NORTH WOODROW BLVD,-79.26411,43.708366,POINT (-79.26410675048828 43.70836639404297)
179 JAMESTOWN CRES,-79.586266,43.733543,POINT (-79.58626556396484 43.73354339599609)
1997 YONGE ST,-79.39683,43.70068,POINT (-79.39682769775391 43.70067977905273)
601 PARLIAMENT ST,-79.36913,43.667862,POINT (-79.36913299560547 43.66786193847656)
2865 DUNDAS ST W,-79.46508,43.66521,POINT (-79.46508026123047 43.66521072387695)
50 CHESTNUT CRES,-79.27615,43.71535,POINT (-79.27615356445313 43.71535110473633)
77 CHESTNUT CRES,-79.27653,43.71602,POINT (-79.27652740478516 43.71601867675781)
92 CHESTNUT CRES,-79.27682,43.71673,POINT (-79.27681732177734 43.71672821044922)
2419 YONGE ST,-79.39895,43.71056,POINT (-79.39894866943359 43.7105598449707)
754 CRAWFORD ST,-79.42291,43.66408,POINT (-79.42291259765625 43.66408157348633)
723 CARLAW AVE,-79.34681,43.677853,POINT (-79.34680938720703 43.67785263061523)
79 YORKVILLE AVE,-79.39145,43.670944,POINT (-79.39144897460938 43.67094421386719)
12 COXWELL AVE,-79.31704,43.666836,POINT (-79.31703948974609 43.66683578491211)
3940 KEELE ST,-79.49162,43.76368,POINT (-79.49162292480469 43.76367950439453)
EDWARD ST,-79.43733,43.809418,POINT (-79.43733215332031 43.80941772460938)
227 WINEVA AVE,-79.296455,43.672707,POINT (-79.29645538330078 43.67270660400391)
191 WINEVA AVE,-79.2962,43.672764,POINT (-79.29620361328125 43.67276382446289)
169 WINEVA AVE,-79.29593,43.67221,POINT (-79.29592895507813 43.67221069335938)
147 WINEVA AVE,-79.29576,43.67169,POINT (-79.29576110839844 43.67169189453125)
115 KEUILNOTH AVE,-79.39632,43.647274,POINT (-79.39631652832031 43.64727401733398)
87 MERRILL AVE E,-79.31358,43.682552,POINT (-79.31358337402344 43.68255233764648)
45 JAMESTOWN CRES,-79.58442,43.733852,POINT (-79.58441925048828 43.73385238647461)
931 DANFORTH AVE,-79.33811,43.680023,POINT (-79.33811187744141 43.68002319335938)
35 JAMESTOWN CRES,-79.58458,43.7336,POINT (-79.58457946777344 43.73360061645508)
180 WOLFREY AVE,-79.349464,43.675777,POINT (-79.34946441650391 43.67577743530273)
160 WOLFREY AVE,-79.350136,43.67565,POINT (-79.35013580322266 43.67565155029297)
76 HUXTABLE LANE,-79.15524,43.796852,POINT (-79.15524291992188 43.79685211181641)
271 WELLESEY ST EAST,-79.37044,43.667774,POINT (-79.37043762207031 43.66777420043945)
9 BOGERT,-79.41159,43.760345,POINT (-79.41159057617188 43.76034545898438)
50 TRUDELLE ST,-79.24041,43.74073,POINT (-79.24040985107422 43.74073028564453)
39 GRAND TRUNK CRES,-79.382744,43.64255,POINT (-79.38274383544922 43.64255142211914)
266 TOWER DR,-79.296196,43.75616,POINT (-79.29619598388672 43.75616073608398)
10 CHICHESTER PLACE,-79.32148,43.77643,POINT (-79.32147979736328 43.77642822265625)
8 CHICHESTER PLACE,-79.32096,43.77626,POINT (-79.32096099853516 43.77626037597656)
136 PEARL ST,-79.385956,43.648098,POINT (-79.38595581054688 43.64809799194336)
5 NEEDLE FIRWAY GARAGE,-79.5188,43.75258,POINT (-79.518798828125 43.75257873535156)
180 DAN LECKIE WAY,-79.39822,43.639923,POINT (-79.39821624755859 43.63992309570313)
1258 BLOOR ST W,-79.440506,43.65907,POINT (-79.44050598144531 43.6590690612793)
2500 KEELE ST,-79.479645,43.71311,POINT (-79.47964477539063 43.71311187744141)
42 ESTHER LORRIE DR,-79.57855,43.73034,POINT (-79.57855224609375 43.73033905029297)
344 MARGUERETTA ST,-79.43994,43.659138,POINT (-79.43994140625 43.65913772583008)
1235 QUEEN ST W,-79.43026,43.64173,POINT (-79.43025970458984 43.64173126220703)
35 JANSUSIE RD,-79.5767,43.731087,POINT (-79.57669830322266 43.73108673095703)
100 LEEWARD GLENWAY,-79.32846,43.711407,POINT (-79.32846069335938 43.71140670776367)
1729 BLOOR ST W,-79.45961,43.654606,POINT (-79.45960998535156 43.65460586547852)
1574 QUEEN ST W,-79.44054,43.64001,POINT (-79.44053649902344 43.64001083374023)
23 NATAL AVE,-79.25207,43.70915,POINT (-79.25206756591797 43.70914840698242)
224 KING ST,-79.50597,43.70846,POINT (-79.50596618652344 43.70846176147461)
1984 BLOOR ST W,-79.46852,43.653107,POINT (-79.46852111816406 43.65310668945313)
21 LATHAM AVE,-79.249,43.706196,POINT (-79.24900054931641 43.70619583129883)
744 VAUGHAN RD,-79.44665,43.694386,POINT (-79.44664764404297 43.69438552856445)
38 PEPPER VINE WAY,-79.34998,43.694565,POINT (-79.34998321533203 43.69456481933594)
2834 LAKE SHORE BLVD W,-79.50184,43.60175,POINT (-79.50183868408203 43.60174942016602)
1202 QUEEN ST W,-79.42676,43.642864,POINT (-79.4267578125 43.64286422729492)
238 TORRENS AVE,-79.34453,43.692554,POINT (-79.34452819824219 43.69255447387695)
258 TORRENS AVE,-79.343704,43.69269,POINT (-79.34370422363281 43.69269180297852)
63 BELVIDERE AVE,-79.43994,43.69282,POINT (-79.43994140625 43.69282150268555)
85 CLOUSTON AVE,-79.5088,43.693977,POINT (-79.50879669189453 43.69397735595703)
245 TORRENS AVE,-79.34405,43.69225,POINT (-79.34404754638672 43.6922492980957)
11 GLENORA AVE,-79.43863,43.69205,POINT (-79.43862915039063 43.69205093383789)
408 SHAW ST,-79.41693,43.6466,POINT (-79.41693115234375 43.64659881591797)
74 CLOUSTON AVE,-79.50809,43.694504,POINT (-79.50808715820313 43.69450378417969)
214 GAMBLE AVE,-79.34473,43.69145,POINT (-79.3447265625 43.69144821166992)
124 DOUGLAS AVE,-79.41033,43.72523,POINT (-79.41033172607422 43.7252311706543)
260 GAMBLE AVE,-79.34295,43.69192,POINT (-79.34294891357422 43.69192123413086)
442 SHAW ST,-79.420685,43.65523,POINT (-79.42068481445313 43.65523147583008)
1567 WESTON RD,-79.50633,43.694996,POINT (-79.50633239746094 43.69499588012695)
340 KING ST E,-79.3629,43.653183,POINT (-79.36289978027344 43.65318298339844)
208 DOUGLAS AVE,-79.41324,43.724567,POINT (-79.41323852539063 43.72456741333008)
649 VAUGHAN RD,-79.44217,43.693398,POINT (-79.44216918945313 43.69339752197266)
5 OAKMOUNT RD,-79.46218,43.654537,POINT (-79.46218109130859 43.65453720092773)
148 INDIAN RD,-79.45351,43.644764,POINT (-79.45350646972656 43.6447639465332)
436 SHAW ST,-79.42038,43.654617,POINT (-79.42037963867188 43.65461730957031)
32 BUSHELL AVE,-79.33526,43.671185,POINT (-79.33525848388672 43.67118453979492)
29 BUSHELL AVE,-79.33479,43.671112,POINT (-79.33479309082031 43.67111206054688)
336 ROBINA AVE,-79.43941,43.69109,POINT (-79.43940734863281 43.69108963012695)
208 INDIAN RD,-79.45476,43.648357,POINT (-79.45475769042969 43.64835739135742)
10 MOUNTVIEW AVE,-79.46144,43.654865,POINT (-79.46144104003906 43.65486526489258)
322 ROBINA AVE,-79.43918,43.690617,POINT (-79.43917846679688 43.69061660766602)
13 WESLEY ST,-79.496475,43.62032,POINT (-79.49647521972656 43.62031936645508)
262 BEDFORD PARK AVE,-79.41386,43.72534,POINT (-79.41385650634766 43.725341796875)
304 ROBINA AVE,-79.438995,43.690037,POINT (-79.43899536132813 43.69003677368164)
75 CONSTANCE ST,-79.45521,43.64859,POINT (-79.45520782470703 43.64859008789063)
46 BEVERLEY ST,-79.392914,43.65107,POINT (-79.39291381835938 43.65106964111328)
464 KING ST E,-79.358925,43.655487,POINT (-79.35892486572266 43.65548706054688)
287 ROBINA AVE,-79.4382,43.68952,POINT (-79.43820190429688 43.68952178955078)
256 BEDFORD PARK AVE,-79.41363,43.725384,POINT (-79.41362762451172 43.72538375854492)
780 DOVERCOURT RD,-79.422386,43.643513,POINT (-79.42238616943359 43.64351272583008)
52 BEVERLEY ST,-79.393005,43.65118,POINT (-79.39300537109375 43.65118026733398)
469 GREENWOOD AVE,-79.33039,43.67718,POINT (-79.33039093017578 43.67718124389648)
42 OSSINGTON AVE,-79.41956,43.645126,POINT (-79.41956329345703 43.64512634277344)
10 CONEFLOWER CRES,-79.45055,43.779015,POINT (-79.45054626464844 43.77901458740234)
484 KING ST E,-79.358086,43.655933,POINT (-79.35808563232422 43.65593338012695)
221 ROBINA AVE,-79.43757,43.687614,POINT (-79.43756866455078 43.68761444091797)
154 PACIFIC AVE,-79.46559,43.657784,POINT (-79.46559143066406 43.65778350830078)
515 GREENWOOD AVE,-79.33085,43.67831,POINT (-79.33084869384766 43.67831039428711)
11 CONEFLOWER CRES,-79.45096,43.778885,POINT (-79.45095825195313 43.77888488769531)
815 DOVERCOURT RD,-79.42974,43.66299,POINT (-79.42974090576172 43.66299057006836)
32 LAMBTON AVE,-79.48659,43.68384,POINT (-79.48658752441406 43.68384170532227)
831 DOVERCOURT RD,-79.429886,43.663326,POINT (-79.42988586425781 43.66332626342773)
117 LAMB AVE,-79.32862,43.681053,POINT (-79.32862091064453 43.68105316162109)
337 WINONA DR,-79.43386,43.68581,POINT (-79.43386077880859 43.68581008911133)
841 DOVERCOURT RD,-79.43001,43.6636,POINT (-79.43000793457031 43.66360092163086)
280 PACIFIC AVE,-79.46714,43.661373,POINT (-79.46714019775391 43.66137313842773)
140 LAMB AVE,-79.32929,43.68135,POINT (-79.32929229736328 43.68135070800781)
261 WOBURN AVE,-79.41132,43.726345,POINT (-79.41132354736328 43.72634506225586)
82 BEVERLEY ST,-79.3935,43.652225,POINT (-79.39350128173828 43.65222549438477)
150 LAMB AVE,-79.329384,43.68157,POINT (-79.32938385009766 43.68156814575195)
333 WINONA DR,-79.433815,43.6857,POINT (-79.43381500244141 43.68569946289063)
4 FREDERICK ST,-79.36809,43.647545,POINT (-79.36808776855469 43.64754486083984)
31 WEBSTER AVE,-79.39554,43.673595,POINT (-79.39553833007813 43.6735954284668)
67 THIRD ST,-79.50034,43.601322,POINT (-79.50034332275391 43.60132217407227)
61 THIRD ST,-79.5002,43.601093,POINT (-79.50019836425781 43.60109329223633)
836 DOVERCOURT RD,-79.43049,43.663708,POINT (-79.43048858642578 43.6637077331543)
361 PACIFIC AVE,-79.46786,43.664238,POINT (-79.46785736083984 43.66423797607422)
73 HENRY LANE TER,-79.37002,43.64713,POINT (-79.37001800537109 43.64712905883789)
22 RICHMOND PARK BLVD,-79.264824,43.814182,POINT (-79.26482391357422 43.81418228149414)
1497 WILSON AVE,-79.50513,43.720978,POINT (-79.505126953125 43.72097778320313)
123 SORAUREN AVE,-79.44222,43.643623,POINT (-79.44222259521484 43.64362335205078)
573 KING ST E,-79.35705,43.656063,POINT (-79.35704803466797 43.65606307983398)
1 RICHWOOD ST,-79.50773,43.69878,POINT (-79.50772857666016 43.69878005981445)
102 FOURTH ST,-79.50197,43.600967,POINT (-79.50196838378906 43.60096740722656)
31 MC MURRAY AVE,-79.471146,43.666283,POINT (-79.47114562988281 43.66628265380859)
557 KING ST E,-79.35774,43.655746,POINT (-79.35774230957031 43.65574645996094)
535 QUEBEC AVE,-79.47246,43.66707,POINT (-79.47245788574219 43.66706848144531)
79 MONARCH PARK AVE,-79.326385,43.681374,POINT (-79.32638549804688 43.68137359619141)
515 QUEBEC AVE,-79.47229,43.666668,POINT (-79.4722900390625 43.66666793823242)
28 JENOVES PL,-79.36951,43.649094,POINT (-79.3695068359375 43.64909362792969)
161 ROBINA AVE,-79.436554,43.6851,POINT (-79.43655395507813 43.68510055541992)
938 DOVERCOURT RD,-79.43155,43.66609,POINT (-79.43154907226563 43.66608810424805)
159 ROBINA AVE,-79.43653,43.68504,POINT (-79.43653106689453 43.68503952026367)
296 FAIRLAWN AVE,-79.41421,43.72889,POINT (-79.41420745849609 43.72888946533203)
3 GWYNNE AVE,-79.428764,43.639072,POINT (-79.42876434326172 43.63907241821289)
91 EIGHTH ST,-79.50553,43.598927,POINT (-79.50553131103516 43.59892654418945)
190 PARKMOUNT RD,-79.326035,43.681736,POINT (-79.32603454589844 43.68173599243164)
257 HUMBERSIDE AVE,-79.4671,43.660522,POINT (-79.46710205078125 43.6605224609375)
18 ROLYAT ST,-79.421715,43.648808,POINT (-79.42171478271484 43.64880752563477)
37 ROBINA AVE,-79.435036,43.68139,POINT (-79.43503570556641 43.68138885498047)
1541 JANE ST,-79.501915,43.698383,POINT (-79.50191497802734 43.69838333129883)
21 ROBINA AVE,-79.4348,43.68077,POINT (-79.43479919433594 43.68077087402344)
54 SEVENTH ST,-79.504166,43.59743,POINT (-79.50416564941406 43.59743118286133)
701 DOVERCOURT RD,-79.42863,43.66004,POINT (-79.42862701416016 43.66004180908203)
78 O'HARA AVE,-79.43538,43.643703,POINT (-79.43537902832031 43.64370346069336)
5 BROCKLEY DR,-79.26263,43.753483,POINT (-79.26262664794922 43.75348281860352)
44 APPLETON AVE,-79.43827,43.680367,POINT (-79.43827056884766 43.68036651611328)
96 O'HARA AVE,-79.4356,43.64427,POINT (-79.43560028076172 43.64427185058594)
56 SEVENTH ST,-79.5042,43.597492,POINT (-79.50420379638672 43.59749221801758)
55 HURON ST,-79.395744,43.652863,POINT (-79.39574432373047 43.65286254882813)
363 GLENLAKE AVE,-79.473076,43.65519,POINT (-79.47307586669922 43.65518951416016)
27 CUNNINGHAM AVE,-79.434814,43.64421,POINT (-79.434814453125 43.64421081542969)
90 SEVENTH ST,-79.50472,43.598774,POINT (-79.50472259521484 43.59877395629883)
23 HURON ST,-79.39501,43.651062,POINT (-79.39501190185547 43.65106201171875)
23 ANDOVER CRES,-79.194084,43.765366,POINT (-79.19408416748047 43.76536560058594)
32 COATSWORTH CRES,-79.320404,43.67968,POINT (-79.32040405273438 43.67967987060547)
43 ANDOVER CRES,-79.19429,43.76591,POINT (-79.19429016113281 43.76591110229492)
99 TWENTY SIXTH ST,-79.52593,43.600647,POINT (-79.52593231201172 43.60064697265625)
52 COATSWORTH CRES,-79.31974,43.67982,POINT (-79.31974029541016 43.6798210144043)
31 NINTH ST,-79.50587,43.59667,POINT (-79.50586700439453 43.5966682434082)
16 DEFRIES ST,-79.35686,43.660503,POINT (-79.35685729980469 43.66050338745117)
307 GLENHOLME AVE,-79.44126,43.686176,POINT (-79.44126129150391 43.68617630004883)
691 DOVERCOURT RD,-79.42859,43.659782,POINT (-79.4285888671875 43.65978240966797)
573 CLENDENAN AVE,-79.47359,43.666878,POINT (-79.47358703613281 43.66687774658203)
88 LOWTHER AVE,-79.402756,43.669598,POINT (-79.40275573730469 43.66959762573242)
188 GOWAN AVE,-79.346054,43.68913,POINT (-79.34605407714844 43.68912887573242)
26 WASCANA AVE,-79.35817,43.65812,POINT (-79.35816955566406 43.65811920166016)
27 TEMPLE AVE,-79.42736,43.635902,POINT (-79.42736053466797 43.63590240478516)
315 GOWAN AVE,-79.342476,43.689434,POINT (-79.34247589111328 43.68943405151367)
131 DELORAINE AVE,-79.410355,43.732544,POINT (-79.41035461425781 43.7325439453125)
35 MADISON AVE,-79.40307,43.668644,POINT (-79.40306854248047 43.66864395141602)
105 DRAYTON AVE,-79.319016,43.681873,POINT (-79.31901550292969 43.6818733215332)
33 SPRINGHURST AVE,-79.42775,43.634308,POINT (-79.42774963378906 43.63430786132813)
4 TWELFTH ST,-79.509254,43.595078,POINT (-79.50925445556641 43.59507751464844)
280 GOWAN AVE,-79.342705,43.690056,POINT (-79.34270477294922 43.69005584716797)
101 DRAYTON AVE,-79.31898,43.681767,POINT (-79.31897735595703 43.68176651000977)
31 MADISON AVE,-79.40302,43.668533,POINT (-79.40302276611328 43.66853332519531)
87 MC CAUL ST,-79.39072,43.652985,POINT (-79.39071655273438 43.65298461914063)
28 TWELFTH ST,-79.50957,43.59588,POINT (-79.50956726074219 43.59587860107422)
79 MELROSE AVE,-79.40824,43.732094,POINT (-79.40824127197266 43.73209381103516)
366 GLENHOLME AVE,-79.44233,43.68766,POINT (-79.44232940673828 43.68766021728516)
8 ABBS ST,-79.43318,43.642128,POINT (-79.43318176269531 43.64212799072266)
